Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,Negative feedback from users: Hide all,Link Clicks
1.22122E+17,6.15851E+13,Juankada Charm,"Go! Go! Go! Juan365 Studio demure today for our OOTD para sa COLOR GAME LIVE! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/25/2026 22:44,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02orfSkr4hVz1T2iYLbz6MmJCahYc1hj47QLeQhJB1P5CR8xy3Myi4JvawWZzGPy3vl&id=61585109026232,0,0,Photos,,,,,Lifetime,108,68,8,6,1,1,4,3,1,,,,,,,
1.22121E+17,6.15851E+13,Juankada Charm,"PSA lang Lucky Charms ha! 🫣

Ganyan ang gusto ko sana... 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","PSA lang Lucky Charms ha! 🫣

Ganyan ang gusto ko sana... 

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/25/2026 22:00,N/A,https://www.facebook.com/reel/3403021556547281/,0,0,Videos,,,,,Lifetime,25,16,0,0,0,0,0,,,93.847,4.08,0,0,0,,
1.22121E+17,6.15851E+13,Juankada Charm,"Hindi man tinatamaan sa alak pero malakas talaga tama ko... pagdating sayo! 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hindi man tinatamaan sa alak pero malakas talaga tama ko... pagdating sayo! 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/25/2026 2:00,N/A,https://www.facebook.com/reel/1282994697076122/,0,0,Videos,,,,,Lifetime,36,20,5,4,1,0,1,1,,251.758,9.324,0,0,0,,
1.22121E+17,6.15851E+13,Juankada Charm,"I wanna try something new... with you? 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","I wanna try something new... with you? 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,2/24/2026 22:00,N/A,https://www.facebook.com/reel/1681647796612315/,0,0,Videos,,,,,Lifetime,41,30,4,3,1,0,3,3,,174.73,5.636,0,0,0,,
1.22121E+17,6.15851E+13,Juankada Charm,"Wala na nga eh... 😔

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Wala na nga eh... 😔

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,2/24/2026 3:00,N/A,https://www.facebook.com/reel/1659123845261543/,0,0,Videos,,,,,Lifetime,46,33,7,5,2,0,6,6,,189.825,5.272,0,0,0,,
1.22121E+17,6.15851E+13,Juankada Charm,"Uy! Take me on a date! 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Uy! Take me on a date! 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/23/2026 22:00,N/A,https://www.facebook.com/reel/1454480903022814/,0,0,Videos,,,,,Lifetime,41,31,9,8,1,0,3,3,,208.336,5.952,0,0,0,,
1.22121E+17,6.15851E+13,Juankada Charm,"Magpaparinig lang po sa isa diyan 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Magpaparinig lang po sa isa diyan 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,2/22/2026 22:05,N/A,https://www.facebook.com/reel/1284744370200688/,0,0,Videos,,,,,Lifetime,107,88,9,8,1,0,3,3,,479.283,5.385,0,0,0,,
1.22121E+17,6.15851E+13,Juankada Charm,"Kahit Young Stunna ako, been loving you since DAY 1! 💖🙌

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Kahit Young Stunna ako, been loving you since DAY 1! 💖🙌

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/22/2026 3:00,N/A,https://www.facebook.com/reel/2041391256422059/,0,0,Videos,,,,,Lifetime,96,84,10,8,2,0,3,3,,384.545,4.42,0,0,0,,
1.22121E+17,6.15851E+13,Juankada Charm,"BINABAWI KO NA! 🙄

K lang naman diba Lucky Charms? 🥺

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","BINABAWI KO NA! 🙄

K lang naman diba Lucky Charms? 🥺

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",8,2/22/2026 0:00,N/A,https://www.facebook.com/reel/1497325428729661/,0,0,Videos,,,,,Lifetime,90,55,7,5,2,0,3,3,,284.871,4.521,0,0,0,,
1.22121E+17,6.15851E+13,Juankada Charm,"Go! Go! Go! Juan365 Studios!!! 🎊🎉

Cheerleader and atake natin today for our OOTD para sa COLOR GAME LIVE! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/21/2026 6:15,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02fZ3gb5gbPTVHFfetzBPCZ39CmuXUjwkv5VecMayr14Vka3d5FgrLALxzznmBC2Zel&id=61585109026232,0,0,Photos,,,,,Lifetime,156,87,13,10,2,1,6,3,3,,,,,,,
1.2212E+17,6.15851E+13,Juankada Charm,"Demure ang mukha pero OG, Young Stunna! 😎🤙

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Demure ang mukha pero OG, Young Stunna! 😎🤙

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",15,2/20/2026 23:00,N/A,https://www.facebook.com/reel/1493160532232521/,0,0,Videos,,,,,Lifetime,72,49,10,9,1,0,7,7,,639.31,12.294,0,0,0,,
1.2212E+17,6.15851E+13,Juankada Charm,"Don't act like you forgot! 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Don't act like you forgot! 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",8,2/19/2026 23:00,N/A,https://www.facebook.com/reel/1604776033996070/,0,0,Videos,,,,,Lifetime,77,33,4,3,1,0,3,3,,251.383,5.13,0,0,0,,
1.2212E+17,6.15851E+13,Juankada Charm,"Go! Go! Go! Juan365 Studios!!! 🎊🎉

Cheerleader and atake natin today for our OOTD para sa COLOR GAME LIVE! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/19/2026 20:29,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid04uFjjqqPskMwsAt38buypUT3CvdQhG1ZgofoDdqQsoSfmz3ZnckZJjsTWN39Z3dQl&id=61585109026232,0,0,Photos,,,,,Lifetime,142,75,8,5,2,1,4,4,,,,,,,,
1.2212E+17,6.15851E+13,Juankada Charm,"Anong Mcdo Mcdo? Di na! 🙅‍♀️

Petsa de Peligro na! 😭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Anong Mcdo Mcdo? Di na! 🙅‍♀️

Petsa de Peligro na! 😭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",22,2/18/2026 23:00,N/A,https://www.facebook.com/reel/1476978537332731/,0,0,Videos,,,,,Lifetime,121,97,5,4,1,0,5,5,,686.714,6.667,0,0,0,,
1.2212E+17,6.15851E+13,Juankada Charm,"Malapit na mag-weekend, Lucky Charms! ✨

Pero siyempre, unli-kulitan pa din sa COLOR GAME LIVE! 🤭😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/18/2026 22:29,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid036n8n2DsGkt3w4V5m1NU9ZyaHMsyAR1FpmaNZDwCm5rco9kQYGhmakYMAff4Fqi2Ul&id=61585109026232,0,0,Photos,,,,,Lifetime,126,60,9,7,1,1,6,4,2,,,,,,,
1.22119E+17,6.15851E+13,Juankada Charm,"Bebot na may filter or bebot na natural? 🫣

Paki-sagot naman Lucky Charms! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Bebot na may filter or bebot na natural? 🫣

Paki-sagot naman Lucky Charms! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",10,2/17/2026 23:00,N/A,https://www.facebook.com/reel/1294386659187106/,0,0,Videos,,,,,Lifetime,53,35,2,1,1,0,3,3,,231.911,6.441,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"New dance craze nanaman with the crew! 👫💃

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","New dance craze nanaman with the crew! 👫💃

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",19,2/17/2026 2:00,N/A,https://www.facebook.com/reel/1262846119035924/,0,0,Videos,,,,,Lifetime,140,98,6,6,0,0,4,4,,925.144,8.487,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"The boys na seryoso sa work pero G na G pa din sa kakulitan ko! 😂🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","The boys na seryoso sa work pero G na G pa din sa kakulitan ko! 😂🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/16/2026 23:00,N/A,https://www.facebook.com/reel/1392603665672718/,0,0,Videos,,,,,Lifetime,69,51,5,4,1,0,1,1,,419.286,7.487,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"Monday is funday!!!

Start the week right with me, Lucky Charms! ✨

Check out today’s OOTD before we go live sa COLOR GAME LIVE! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/16/2026 6:23,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0fRBgViEyyqEYjy9weSgNjUTpRMtTUeeo1u9pxMWiyYkvh4UynyhDpjY5FFgtfApTl&id=61585109026232,0,0,Photos,,,,,Lifetime,95,53,8,6,1,1,7,2,5,,,,,,,
1.22119E+17,6.15851E+13,Juankada Charm,"Ano yang narinig ko na sinasabi mo daw tungkol sakin na sinabi ng pinagsabihan mo na sabi mo daw sakin??? 🤨😡

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ano yang narinig ko na sinasabi mo daw tungkol sakin na sinabi ng pinagsabihan mo na sabi mo daw sakin??? 🤨😡

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",10,2/16/2026 2:00,N/A,https://www.facebook.com/reel/934383005919946/,0,0,Videos,,,,,Lifetime,163,120,5,4,1,0,1,1,,591.025,4.546,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"OOTD on a Sunday! 👚

Starting the week right with my Lucky Charms! 😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/15/2026 5:56,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid02JHC56aKxWUYLMxcmeUgULf9uUb9eYPuL2RuMpn9DD6FLaqRcdnX5VBVH5CRMQywql&id=61585109026232,0,0,Photos,,,,,Lifetime,161,84,10,7,2,1,6,4,2,,,,,,,
1.22119E+17,6.15851E+13,Juankada Charm,"Why is everyone so in love with me? 🤭

Totoo ba talaga, Lucky Charms? 😝

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Why is everyone so in love with me? 🤭

Totoo ba talaga, Lucky Charms? 😝

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,2/15/2026 1:02,N/A,https://www.facebook.com/reel/1157694239629233/,0,0,Videos,,,,,Lifetime,125,93,3,2,1,0,3,3,,583.883,5.668,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"Kakatapos lang makipag-date kasama ang aking... SARILI! 💁‍♀️

Catch me live sa COLOR GAME LIVE!!! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/14/2026 6:45,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0TXXKX6jKAUwK3s69jAhhVi5p3Afz8VDmDR2suZ65RvHw5gFEt5WfRREXC1jgokoUl&id=61585109026232,0,0,Photos,,,,,Lifetime,135,73,11,9,1,1,7,2,5,,,,,,,
1.22119E+17,6.15851E+13,Juankada Charm,"Sa mga nagpaparinig ng flowers diyan oh! 💐

Ito na!!! 😂

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Sa mga nagpaparinig ng flowers diyan oh! 💐

Ito na!!! 😂

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",10,2/14/2026 2:00,N/A,https://www.facebook.com/reel/2737495759946542/,0,0,Videos,,,,,Lifetime,82,60,4,3,1,0,1,1,,231.118,3.398,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"BAKIT HINDI PWEDE LUMABAS NGAYON? 😤

ay oo nga pala… 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","BAKIT HINDI PWEDE LUMABAS NGAYON? 😤

ay oo nga pala… 🫣

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/13/2026 23:00,N/A,https://www.facebook.com/reel/3167987816739978/,0,0,Videos,,,,,Lifetime,271,215,9,8,1,0,3,3,,1543.562,6.952,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"✨Hi Lucky Charms!✨

Ready na ba ang lahat para sa ating HAPPY T? 🤙

Join me today sa ating COLOR GAME LIVE!!! 💖

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/12/2026 5:35,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0J2SzTChSmhAnwk3qHFTvcPbVbABGqfTG7HERQNoWHsPBshuqF7SVzDbTThtv1eCNl&id=61585109026232,0,0,Photos,,,,,Lifetime,135,71,13,11,1,1,4,2,2,,,,,,,
1.22119E+17,6.15851E+13,Juankada Charm,"Magpaparinig lang ako Lucky Charms ah! 🫣

GUSTO KO MARINIG MONG OKAY NA KO!!! 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Magpaparinig lang ako Lucky Charms ah! 🫣

GUSTO KO MARINIG MONG OKAY NA KO!!! 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/11/2026 23:00,N/A,https://www.facebook.com/reel/1231998405056490/,1,0,Videos,,,,,Lifetime,107,98,4,3,1,0,3,3,,377.977,3.817,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"Luh!? Sarili ko kakampi ko? 🧍‍♀️

AYOKO NIYAN! ❌

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Luh!? Sarili ko kakampi ko? 🧍‍♀️

AYOKO NIYAN! ❌

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",11,2/11/2026 23:00,N/A,https://www.facebook.com/reel/797920673334340/,0,0,Videos,,,,,Lifetime,101,85,5,4,1,0,2,2,,311.016,3.574,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"🕶🧍‍♀️🧍‍♂️🕶

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","🕶🧍‍♀️🧍‍♂️🕶

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",22,2/11/2026 2:00,N/A,https://www.facebook.com/reel/890603843751231/,1,0,Videos,,,,,Lifetime,118,102,8,6,2,0,3,3,,799.871,7.617,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"YEEHAW!!! 🤠

As a cowgirl ang atake natin from the other day's live!🐮

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms #Cowgirl","YEEHAW!!! 🤠

As a cowgirl ang atake natin from the other day's live!🐮

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms #Cowgirl",16,2/10/2026 23:00,N/A,https://www.facebook.com/reel/1481959006785647/,1,0,Videos,,,,,Lifetime,64,40,12,11,1,0,2,2,,548.247,10.964,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"Diyan ako nakukuha!

Ayan din ba ang gusto niyo, Lucky Charms? 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Diyan ako nakukuha!

Ayan din ba ang gusto niyo, Lucky Charms? 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",6,2/10/2026 2:00,N/A,https://www.facebook.com/reel/1582809689433171/,1,0,Videos,,,,,Lifetime,113,83,5,4,1,0,1,1,,312.508,3.633,0,0,0,,
1.22119E+17,6.15851E+13,Juankada Charm,"Mga ganyang tanong, hindi na dapat tinatanong! 🤭

Tama naman diba, Lucky Charms? ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Mga ganyang tanong, hindi na dapat tinatanong! 🤭

Tama naman diba, Lucky Charms? ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/9/2026 23:00,N/A,https://www.facebook.com/reel/1536420674315718/,1,0,Videos,,,,,Lifetime,114,83,4,3,1,0,3,3,,577.084,6.341,0,0,0,,
1.22118E+17,6.15851E+13,Juankada Charm,"Kulitan with @JuankadaPapaJoe & @JuankadaGeoff 💖

Catch us live sa COLOR GAME LIVE, Lucky Charms! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Kulitan with @JuankadaPapaJoe & @JuankadaGeoff 💖

Catch us live sa COLOR GAME LIVE, Lucky Charms! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",52,2/9/2026 2:00,mixed,https://www.facebook.com/reel/1442041394103255/,0,0,Videos,,,,,Lifetime,138,108,10,9,1,0,9,9,,1719.722,14.698,0,0,0,,
1.22118E+17,6.15851E+13,Juankada Charm,"Baby, I'm PERFECT FOR YOU!!! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Baby, I'm PERFECT FOR YOU!!! ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",19,2/8/2026 23:00,N/A,https://www.facebook.com/reel/1277905567560510/,0,0,Videos,,,,,Lifetime,177,150,11,10,1,0,7,7,,1006.834,6.332,0,0,0,,
1.22118E+17,6.15851E+13,Juankada Charm,"Hindi dahil matigas ako, wala na akong pakiramdam!!! 🫣😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hindi dahil matigas ako, wala na akong pakiramdam!!! 🫣😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/8/2026 2:00,N/A,https://www.facebook.com/reel/5345482285677164/,0,0,Videos,,,,,Lifetime,136,101,5,4,1,0,5,5,,665.708,6.28,0,0,0,,
1.22118E+17,6.15851E+13,Juankada Charm,"Cutesy dancey ang inyong Lucky Charmy!💃✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Cutesy dancey ang inyong Lucky Charmy!💃✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/7/2026 23:00,N/A,https://www.facebook.com/reel/1424404192730919/,0,0,Videos,,,,,Lifetime,187,154,10,9,1,0,2,2,,1053.734,6.754,0,0,0,,
1.22118E+17,6.15851E+13,Juankada Charm,"Yeehaw! Cowboy night means wild fun, big laughs, and lucky moments 🤠✨",,0,2/7/2026 8:38,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0R9haRLFjZU9DwA8TZcPnKxRtAezNFAvT47WhgwcpmN4AZnibP8YVeJgV6HRygzKil&id=61585109026232,0,1,Text,,,,,Lifetime,33,37,4,4,0,0,3,3,,,,,,,,
1.22117E+17,6.15851E+13,Juankada Charm,"Ano na? Nasan na yon? 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ano na? Nasan na yon? 🤨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/7/2026 2:00,N/A,https://www.facebook.com/reel/868597899271104/,0,0,Videos,,,,,Lifetime,140,112,9,8,1,0,3,3,,679.003,5.803,0,0,0,,
1.22117E+17,6.15851E+13,Juankada Charm,"Ano ba talaga dapat unahin para tumaas ang sahod? 🫣

Tag niyo na workmates niyong panay cellphone!!! 🤳📱

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ano ba talaga dapat unahin para tumaas ang sahod? 🫣

Tag niyo na workmates niyong panay cellphone!!! 🤳📱

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",14,2/6/2026 23:00,N/A,https://www.facebook.com/reel/1438027944686433/,0,0,Videos,,,,,Lifetime,131,96,7,7,0,0,2,2,,656.179,6.019,0,0,0,,
1.22116E+17,6.15851E+13,Juankada Charm,"Ayaw na ngani! 🙅‍♀️

Mention niyo frenny niyong broken! ❤️‍🩹

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Ayaw na ngani! 🙅‍♀️

Mention niyo frenny niyong broken! ❤️‍🩹

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,2/6/2026 2:00,N/A,https://www.facebook.com/reel/1211320200980897/,0,0,Videos,,,,,Lifetime,112,82,2,1,1,0,1,1,,475.94,5.47,0,0,0,,
1.22116E+17,6.15851E+13,Juankada Charm,"Ayaw na ngani! 🙅‍♀️

Mention niyo frenny niyong broken! ❤️‍🩹

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",,0,2/6/2026 2:00,N/A,https://www.facebook.com/permalink.php?story_fbid=pfbid0jnYzbuE7o5Qt2WeTtrVPsvYxkwsWRfFf3QtWkkPAUV6GRS2DkkU3RNnoCYNPoUcjl&id=61585109026232,0,0,Text,,,,,Lifetime,57,31,1,0,0,1,0,,,,,,,,,
1.22115E+17,6.15851E+13,Juankada Charm,"JWU pero still slaying!!! 😘

Agree ba kayo, Lucky Charms? ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","JWU pero still slaying!!! 😘

Agree ba kayo, Lucky Charms? ✨

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",8,2/5/2026 23:00,N/A,https://www.facebook.com/reel/1896977207849655/,0,0,Videos,,,,,Lifetime,306,234,10,9,1,0,4,4,,949.8,3.99,0,0,0,,
1.22115E+17,6.15851E+13,Juankada Charm,"Lumabas nalang ako... 🚶‍♀️‍➡️

Wala, dami kasi eh 🙅‍♀️

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Lumabas nalang ako... 🚶‍♀️‍➡️

Wala, dami kasi eh 🙅‍♀️

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",9,2/5/2026 2:00,mixed,https://www.facebook.com/reel/880305494970834/,0,0,Videos,,,,,Lifetime,101,74,4,2,2,0,4,4,,265.659,3.362,0,0,0,,
1.22115E+17,6.15851E+13,Juankada Charm,"Hala! Na-fall? 🫣

Okay lang kasi sa akin ka lang pala babagsak 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Hala! Na-fall? 🫣

Okay lang kasi sa akin ka lang pala babagsak 🤭

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,2/4/2026 23:00,N/A,https://www.facebook.com/reel/1548004479834084/,1,0,Videos,,,,,Lifetime,174,147,5,4,1,0,4,4,,758.462,5.124,0,0,0,,
1.22115E+17,6.15851E+13,Juankada Charm,"Feeling myself from our live the last time around! 💃😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Feeling myself from our live the last time around! 💃😘

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",7,2/4/2026 23:00,N/A,https://www.facebook.com/reel/26291564423774414/,0,0,Videos,,,,,Lifetime,216,128,7,6,1,0,3,3,,905.491,6.514,0,0,0,,
1.22115E+17,6.15851E+13,Juankada Charm,"Sayaw sayaw lang tayo, Lucky Charms! ✨

Mahaba pa ang linggo!!! 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Sayaw sayaw lang tayo, Lucky Charms! ✨

Mahaba pa ang linggo!!! 😜

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",12,2/4/2026 2:00,N/A,https://www.facebook.com/reel/1434348115069366/,1,0,Videos,,,,,Lifetime,379,305,8,7,1,0,1,1,,1834.245,5.804,0,0,0,,
1.22115E+17,6.15851E+13,Juankada Charm,"Meron ka na bang iba? 😠

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms","Meron ka na bang iba? 😠

#Juan365Studios #Juan365 #ALLINJUANSASAYA #JuankadaHosts #JuankadaCharm #LuckyCharms",16,2/3/2026 23:00,N/A,https://www.facebook.com/reel/875254991801351/,1,0,Videos,,,,,Lifetime,78,69,3,2,1,0,1,1,,238.852,3.317,0,0,0,,
