"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks",Views,"Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions","Negative feedback from users: Hide all","Matched Audience Targeting Consumption (Photo Click)","Link Clicks"
122117832939012033,61580361006776,"Juana Babe Sena","𝗪𝗮𝗹𝗸𝗶𝗻𝗴 𝘀𝗹𝗼𝘄, 𝘁𝗵𝗶𝗻𝗸𝗶𝗻𝗴 𝗱𝗲𝗲𝗽, 𝗰𝗵𝗼𝗼𝘀𝗶𝗻𝗴 𝗽𝗲𝗮𝗰𝗲.
Some days you don’t chase the noise you let the city pass by. 🖤🌿

#CalmEnergy #CityMood #EffortlessStyle #QuietConfidence #SoftButStrong #EverydayElegance 
 #JuanaBabeSena #CommentYourThoughts #TagAFriend #Followme #Juanababes #Juan365 #AllInJuanSaSaya #Juan365livestream #JuanaBies #SweetEnergy #DailyBeautyVibes",,0,"01/03/2026 16:30",N/A,https://www.facebook.com/JuanababeSena/posts/pfbid0eqwiMXPqA2zoLYZ9WhPx4xuiFHmVJWnxT9GjgWiT9CapxZdDjL4beahuHc59G6EPl,0,0,Photos,,,,,Lifetime,369,44,30,9,5,78,42,780,,,,,,,36,
122117663601012033,61580361006776,"Juana Babe Sena","𝐖𝐡𝐚𝐭 𝐢𝐟 𝐢 𝐜𝐚𝐥𝐥 𝐲𝐨𝐮𝐫 𝐃𝐚𝐝 🥰

Tap the ♥️ and follow me para maging bless ka!

#FlirtyVibes #TeaseTime #TapTheHeart #TrendingPH #ScrollStopper #Juan365 #AllInJuanSaSaya #Juan365livestream #BabyGirlSena
#SenaBabes #FYP #TrendingPH #ForYouPage #PinoyCreators #ViralPH","𝐖𝐡𝐚𝐭 𝐢𝐟 𝐢 𝐜𝐚𝐥𝐥 𝐲𝐨𝐮𝐫 𝐃𝐚𝐝 🥰

Tap the ♥️ and follow me para maging bless ka!

#FlirtyVibes #TeaseTime #TapTheHeart #TrendingPH #ScrollStopper #Juan365 #AllInJuanSaSaya #Juan365livestream #BabyGirlSena
#SenaBabes #FYP #TrendingPH #ForYouPage #PinoyCreators #ViralPH",16,"01/03/2026 03:00",N/A,https://www.facebook.com/reel/874196411823492/,0,0,Videos,,,,,Lifetime,499,71,58,9,4,14,14,599,2574.358,5.128,0,0,0,,,
122117752701012033,61580361006776,"Juana Babe Sena","Hi Juanabies! Samahan niyo ko sa Juan365 Live Stream para sa mga bagong surpresa!Huwag palampasin, tara na! 💖

#CommentYourThoughts #tagafriend #followme #Juan365 #AllInJuanSaSaya #Juan365livestream #juanabie #SweetEnergy #dailybeautyvibes","Hi Juanabies! Samahan niyo ko sa @[61569634500241:2048:Juan365 Live Stream] para sa mga bagong surpresa!Huwag palampasin, tara na! 💖

#CommentYourThoughts #tagafriend #followme #Juan365 #AllInJuanSaSaya #Juan365livestream #juanabie #SweetEnergy #dailybeautyvibes",18,"01/03/2026 02:48",N/A,https://www.facebook.com/reel/1870081551051781/,0,0,Videos,,,,,Lifetime,391,48,33,11,4,16,16,536,2305.008,5.088,0,0,0,,,
122117663475012033,61580361006776,"Juana Babe Sena","𝐌𝐚𝐲 𝐢𝐩𝐚𝐩𝐚𝐬𝐚𝐦𝐩𝐚𝐥 𝐤𝐚𝐛𝐚? 😁

Comment mo kung sino daliii!!!

#MayIpasasampal #SampalKungSampal #RealTalk #TapTheHeart #TrendingPH #Juanababes #Juan365 #AllInJuanSaSaya #Juan365livestream #BabyGirlSena
#SenaBabes #FYP #TrendingPH #ForYouPage #PinoyCreators #ViralPH","𝐌𝐚𝐲 𝐢𝐩𝐚𝐩𝐚𝐬𝐚𝐦𝐩𝐚𝐥 𝐤𝐚𝐛𝐚? 😁

Comment mo kung sino daliii!!!

#MayIpasasampal #SampalKungSampal #RealTalk #TapTheHeart #TrendingPH #Juanababes #Juan365 #AllInJuanSaSaya #Juan365livestream #BabyGirlSena
#SenaBabes #FYP #TrendingPH #ForYouPage #PinoyCreators #ViralPH",16,"01/02/2026 20:00",N/A,https://www.facebook.com/reel/1966712234252880/,0,0,Videos,,,,,Lifetime,371,53,31,17,5,24,24,485,2514.927,6.635,0,0,0,,,
122117663409012033,61580361006776,"Juana Babe Sena","𝐍𝐚𝐤𝐚-𝐟𝐨𝐥𝐥𝐨𝐰 𝐤𝐚 𝐧𝐚 𝐛𝐚? 😊
Kung hindi pa, follow at share mo na!

#FollowNow #ShareTheLove #TapFollow #TrendingPH #Juanababes #Juan365 #AllInJuanSaSaya #Juan365livestream #BabyGirlSena
#SenaBabes #FYP #TrendingPH #ForYouPage #PinoyCreators #ViralPH","𝐍𝐚𝐤𝐚-𝐟𝐨𝐥𝐥𝐨𝐰 𝐤𝐚 𝐧𝐚 𝐛𝐚? 😊
Kung hindi pa, follow at share mo na!

#FollowNow #ShareTheLove #TapFollow #TrendingPH #Juanababes #Juan365 #AllInJuanSaSaya #Juan365livestream #BabyGirlSena
#SenaBabes #FYP #TrendingPH #ForYouPage #PinoyCreators #ViralPH",15,"01/02/2026 16:00",N/A,https://www.facebook.com/reel/723748084123959/,0,0,Videos,,,,,Lifetime,413,76,50,22,4,31,31,590,3798.953,8.876,0,0,0,,,
122117651457012033,61580361006776,"Juana Babe Sena","Happy New Year, Juankada! 🎇
Enter Juankada! I’ll be greeting each of you one by one kasama sina Juana Babe Sena at Juana Babe Ashley 😉

#juanababes #TheResponsibleJuan #Juan365livestream #AllInJuanSaSaya #JuanKada #Juan365PH",,0,"01/02/2026 03:28",N/A,https://www.facebook.com/JuanababeSena/posts/pfbid024gSBH6aqPVTKNz8T1wbmYt3vejzTHasF74JXWMMCVUuUqhCQoYTy68nx4P3GGY1pl,0,1,Live,,,,,Lifetime,120,7,5,2,0,6,6,,,,,,,,,
122117631927012033,61580361006776,"Juana Babe Sena","𝙔𝙤𝙪𝙧 𝙡𝙤𝙫𝙚, 𝙞𝙩’𝙨 𝙨𝙤...💖😋

#Juanababes #Juan365 #AllInJuanSaSaya #Juan365livestream #BabyGirlSena
#SenaBabes #FYP #TrendingPH #ForYouPage #PinoyCreators #ViralPH #SoftAesthetic #GentleVibes #TapTheHeart #TrendingPH","𝙔𝙤𝙪𝙧 𝙡𝙤𝙫𝙚, 𝙞𝙩’𝙨 𝙨𝙤...💖😋

#Juanababes #Juan365 #AllInJuanSaSaya #Juan365livestream #BabyGirlSena
#SenaBabes #FYP #TrendingPH #ForYouPage #PinoyCreators #ViralPH #SoftAesthetic #GentleVibes #TapTheHeart #TrendingPH",16,"01/02/2026 02:00",N/A,https://www.facebook.com/reel/895379943147800/,0,0,Videos,,,,,Lifetime,319,47,32,12,3,9,9,422,1948.095,5.456,0,0,0,,,
903040845571405,61580361006776,"Juana Babe Sena","Hello Juanabies! Kamusta ang 2026 niyo!","Hello Juanabies! Kamusta ang 2026 niyo!",715,"01/02/2026 01:50",N/A,https://www.facebook.com/JuanababeSena/videos/903040845571405/,0,0,Live,,,,,Lifetime,530,109,63,38,8,55,55,751,10533.05,18.036,,0,0,,,
122117636631012033,61580361006776,"Juana Babe Sena",,,0,"01/02/2026 00:35",N/A,https://www.facebook.com/JuanababeSena/posts/pfbid022Mzo3cWGZeb2iDtBDP45rjC8cSjnb6p89c96ndWUJfpt7W7xy4QeSUKwmW5ouXSSl,0,1,Photos,,,,,Lifetime,128,14,9,3,2,4,3,264,,,,,,,1,
122117631801012033,61580361006776,"Juana Babe Sena","Slow moments Juanabies! 🌿

Tap the ♥️ at mag-stay muna

#Juanababes #Juan365 #AllInJuanSaSaya #Juan365livestream #BabyGirlSena
#SenaBabes #FYP #TrendingPH #ForYouPage #PinoyCreators #ViralPH #SoftVibes #AestheticPH #FeedPause #TrendingNow",,0,"01/01/2026 23:32",N/A,https://www.facebook.com/JuanababeSena/posts/pfbid0ANaUxz3hHHKZL2FwiaE4X9DZk1MaLJ6j77uoDDdYzA1b7Tt1XcWpKG3ryJ7uEoSSl,0,0,Photos,,,,,Lifetime,646,69,54,9,6,65,35,1362,,,,,,,30,
1377443163790267,61580361006776,"Juana Babe Sena","I’ve been thinking. _ 🤭 Hulaan mo Juanabies!

Drop your guess sa comments + ♥️ right answer may sorpresa sakin 😘

#GuessGame #PlayfulVibes #CommentYourGuess #TapTheHeart #ReelsPH #TrendingPH
#Juan365 #AllInJuanSaSaya #Juan365livestream #JuanaBabeSena","I’ve been thinking. _ 🤭 Hulaan mo Juanabies!

Drop your guess sa comments + ♥️ right answer may sorpresa sakin 😘

#GuessGame #PlayfulVibes #CommentYourGuess #TapTheHeart #ReelsPH #TrendingPH
#Juan365 #AllInJuanSaSaya #Juan365livestream #JuanaBabeSena",13,"01/01/2026 23:09",N/A,https://www.facebook.com/groups/471972587670667/permalink/1377443163790267/,1,0,Videos,,,,,Lifetime,96,9,8,1,0,10,10,129,350.141,3.154,,,,,,
122117605857012033,61580361006776,"Juana Babe Sena","𝐉𝐮𝐚𝐧𝐚𝐛𝐢𝐞𝐬 𝐓𝐚𝐫𝐚 𝐤𝐚𝐢𝐧!! 😋

Anong ulam niyo? Comment below!

#Juanababes #Juan365 #AllInJuanSaSaya #Juan365livestream #BabyGirlSena
#SenaBabes #FYP #TrendingPH #ForYouPage #PinoyCreators #ViralPH #Juanabies #SabayKain #FoodTrip #KainTayo #TrendingPH","𝐉𝐮𝐚𝐧𝐚𝐛𝐢𝐞𝐬 𝐓𝐚𝐫𝐚 𝐤𝐚𝐢𝐧!! 😋

Anong ulam niyo? Comment below!

#Juanababes #Juan365 #AllInJuanSaSaya #Juan365livestream #BabyGirlSena
#SenaBabes #FYP #TrendingPH #ForYouPage #PinoyCreators #ViralPH #Juanabies #SabayKain #FoodTrip #KainTayo #TrendingPH",151,"01/01/2026 17:51",N/A,https://www.facebook.com/reel/1706111210772207/,0,0,Videos,,,,,Lifetime,512,75,44,29,2,60,60,639,7816.773,13.713,0,0,0,,,
866364932870904,61580361006776,"Juana Babe Sena","I’ve been thinking. _ 🤭 Hulaan mo Juanabies!

Drop your guess sa comments + ♥️ right answer may sorpresa sakin 😘

#GuessGame #PlayfulVibes #CommentYourGuess #TapTheHeart #ReelsPH #TrendingPH
#Juan365 #AllInJuanSaSaya #Juan365livestream #JuanaBabeSena","I’ve been thinking. _ 🤭 Hulaan mo Juanabies!

Drop your guess sa comments + ♥️ right answer may sorpresa sakin 😘

#GuessGame #PlayfulVibes #CommentYourGuess #TapTheHeart #ReelsPH #TrendingPH
#Juan365 #AllInJuanSaSaya #Juan365livestream #JuanaBabeSena",13,"01/01/2026 16:04",N/A,https://www.facebook.com/groups/411906971650038/pending_posts/866364932870904/,1,0,Videos,,,,,Lifetime,1,0,0,0,0,1,1,10,21.147,3.524,,,,,,
4297456353840339,61580361006776,"Juana Babe Sena","I’ve been thinking. _ 🤭 Hulaan mo Juanabies!

Drop your guess sa comments + ♥️ right answer may sorpresa sakin 😘

#GuessGame #PlayfulVibes #CommentYourGuess #TapTheHeart #ReelsPH #TrendingPH
#Juan365 #AllInJuanSaSaya #Juan365livestream #JuanaBabeSena","I’ve been thinking. _ 🤭 Hulaan mo Juanabies!

Drop your guess sa comments + ♥️ right answer may sorpresa sakin 😘

#GuessGame #PlayfulVibes #CommentYourGuess #TapTheHeart #ReelsPH #TrendingPH
#Juan365 #AllInJuanSaSaya #Juan365livestream #JuanaBabeSena",13,"01/01/2026 16:04",N/A,https://www.facebook.com/groups/3070667896519197/permalink/4297456353840339/,1,0,Videos,,,,,Lifetime,89,16,13,3,0,3,3,128,465.642,4.52,,,,,,
25563107086709690,61580361006776,"Juana Babe Sena","I’ve been thinking. _ 🤭 Hulaan mo Juanabies!

Drop your guess sa comments + ♥️ right answer may sorpresa sakin 😘

#GuessGame #PlayfulVibes #CommentYourGuess #TapTheHeart #ReelsPH #TrendingPH
#Juan365 #AllInJuanSaSaya #Juan365livestream #JuanaBabeSena","I’ve been thinking. _ 🤭 Hulaan mo Juanabies!

Drop your guess sa comments + ♥️ right answer may sorpresa sakin 😘

#GuessGame #PlayfulVibes #CommentYourGuess #TapTheHeart #ReelsPH #TrendingPH
#Juan365 #AllInJuanSaSaya #Juan365livestream #JuanaBabeSena",13,"01/01/2026 16:04",N/A,https://www.facebook.com/groups/5245613818885649/permalink/25563107086709690/,1,0,Videos,,,,,Lifetime,75,11,10,1,0,4,4,104,367.631,4.483,,,,,,
1209331394508524,61580361006776,"Juana Babe Sena","I’ve been thinking. _ 🤭 Hulaan mo Juanabies!

Drop your guess sa comments + ♥️ right answer may sorpresa sakin 😘

#GuessGame #PlayfulVibes #CommentYourGuess #TapTheHeart #ReelsPH #TrendingPH
#Juan365 #AllInJuanSaSaya #Juan365livestream #JuanaBabeSena","I’ve been thinking. _ 🤭 Hulaan mo Juanabies!

Drop your guess sa comments + ♥️ right answer may sorpresa sakin 😘

#GuessGame #PlayfulVibes #CommentYourGuess #TapTheHeart #ReelsPH #TrendingPH
#Juan365 #AllInJuanSaSaya #Juan365livestream #JuanaBabeSena",13,"01/01/2026 16:04",N/A,https://www.facebook.com/groups/761892365919098/permalink/1209331394508524/,1,0,Videos,,,,,Lifetime,167,17,13,4,0,10,10,230,766.183,4.032,,,,,,
122117556813012033,61580361006776,"Juana Babe Sena",,,0,"01/01/2026 06:35",N/A,https://www.facebook.com/JuanababeSena/posts/pfbid02afH6HyUStLkcdrxnza73siEu6NiYYAps2syKbCFV5aWnnxVhNBuPrCwA3roBAJ1rl,0,1,Photos,,,,,Lifetime,130,17,12,4,1,7,6,245,,,,,,,1,
122118110691015980,61580479407070,"Juana Babe Zell","Hello 2026! 🎆
FIRST LIVE OF THE YEAR kasama ang Juankada! 🥰

Personal na bati, solid na kwentuhan, at good vibes mula kina Juana Babe Ashleyy at Juana Babe Senaa 😉✨

👉 Comment, follow & share at sali na sa saya!

#juanababes #TheResponsibleJuan #Juan365livestream #AllInJuanSaSaya #JuanKada #Juan365PH #juanababesena #juanababeashley",,0,"01/02/2026 03:29",N/A,https://www.facebook.com/JuanababeZell/posts/pfbid02D8gLgsb8qT13eX9ZcTC1pY8Cbqdzc947q9sYpkhbNg3MaCmuMzrSiLy97aFfNA5Rl,0,1,Live,,,,,Lifetime,74,7,5,2,0,6,6
122118341301015980,61580479407070,"Juana Babe Zell","Kung wala ka dito, may namimiss ka 👀🔥

LIVE na now with Juana Babe Ashley!
Join na at mag-comment para sa exciting ganap!

#Juan365PH #Juan365 #Juan365livestream #juanababes  #juanababesena #JuanSports #JuanCares #JuanBingo #AllInJuanSaSaya",,0,"01/04/2026 03:09",N/A,https://www.facebook.com/JuanababeZell/posts/pfbid0wVgvViWrjBgsqGqDhTvRJnMCo9jx8idjfd8YC79C4vELCwzSMsi7PToR1StcAHgrl,0,1,Live,,,,,Lifetime,52,4,3,1,0,6,6
122118228387015980,61580479407070,"Juana Babe Zell","LIVE NA LIVE ANG KULITAN, JUANKADA! 🔥
Tumambay na at i-FOLLOW ang Juana Babe Sena ngayon Babes!

Mas active, mas solid ang saya at MAS MARAMING LARO ang naghihintay—LET’S GO JUANKADA!

#Juan365PH #Juan365 #Juan365livestream #juanababes #juanababesena #JuanSports #JuanCares #JuanBingo #AllInJuanSaSaya",,0,"01/03/2026 03:24",N/A,https://www.facebook.com/JuanababeZell/posts/pfbid02FCGGro2MQMmbGi3VtCwFPMStfR8emqfAN99JdJvdbpcVL7jkPkKGMgzYpZFNHEU8l,0,1,Live,,,,,Lifetime,60,12,11,1,0,3,3
